batch_num,src_lang,tgt_lang
40,Diferans ant laparol ek lekritir Li bon kone ki : ( ) Laparol li enn fakilte iniv ersel ki tou imin posede de pi so nesans alor ki lekritir li enn pratik sosial ki depann lor enn aprantisaz pa rtikilie,"The difference between speech and writing It is well known that: ( ) Speech is a universal faculty that everyone naturally possesses from birth, while writing is a social practice that depends on specific learning"
40,"Ziska ler dan Lemond, sirtou dan bann pei an-vwa devlopman, ena enn gran nonb dimounn ki pa (finn) gagn akse lekritir","""Until recently, especially in countries undergoing development, there were a great number of people who have not (yet) had access to writing"""
40,"( ) Dan tou kiltir ouswa sivilizasion kot enn la ng natirel finn fransi kap lekritir, se laparol ki finn vinn avan e finn pratike pandan lontan, avan ki lekritir-la devlope","""( ) In all cultures or civilizations where a natural language has preceded writing, it is speech that has come first and been practiced for a long time before writing developed"""
40,Se zis bann lang artifisiel kouma Esperanto ek Volapuk ki finn zener bann sistem grafik avan ki dimo unn finn aprann koz zot,Only artificial languages like Esperanto and Volapuk have created graphical systems before it was proven that people could learn to speak them
40,"Me zot esek relatif antan ki lang komini kasion efektif (setadir ki ena bien tigit dimounn ki finn arive koz zot) d onn klerman enn indikasi on lor zot limit e fer nou konpran ki zot, an rea lite, kont natir","""But they are relative in that as a means of effective common communication (meaning they have a very few people who have managed to speak them) they clearly provide an indication of their limits and make us understand that they, in themselves, are contrary to nature"""
40,"( ) Kan nou koz standardizasion lortograf, li bon rapel ki nou pe fer referans iniKreol Morisyenan ek lekritir e non fason dimounn koze","""( ) When we talk about standardization of spelling, it is important to remember that we are referring to the Mauritian Creole and writing and not the way people speak"""
40,Li inportan ki bann dimounn ki pe kominike par lekritir ena enn lo rtograf pou asire ki zot pe konpran zot kamarad ek evit bann kon fizion ek bann malant andi kan zot pe esanz linformasion,It is important for people who communicate in writing to have a spelling to ensure that they are understood by their peers and to avoid misunderstandings and confusion when exchanging information
40,"Li ousi reprezant enn gran lekonomi anterm letan ki pran, ek lenerzi ki depanse, pou li r","""It also represents a major economy with time spent, and energy spent, for it"""
43,"Enn ti listorik lor laparision ek devlopman lekritir dan lemond : letap piktogram, ideogram ek fonogram Nesesite lekritir finn aparet ant , ek , an avan nou lepok, kan sertin pep saser (pli souvan nomad) dan rezion Mezopotami finn koumans vinn agrikilter (donk sedanter) ek finn koum ans trouv nesesite pou dres bann lalis pou zot dibien (later, zanimo, mezir sereal, etc","""A brief history on the appearance and development of writing in the world: the use of pictograms, ideograms and phonograms The need for writing had arisen a long time ago, before our era, when certain peoples settled (often nomadic) in the Mesopotamian region began to engage in agriculture (thus becoming sedentary) and felt the need to create symbols for their needs (such as clay, animals, measuring cereal, etc."""
43,Ena bann tras ki remo nt ziska sa lepok-la ki demontre ki sa bann pep-la ti finn deza devlop bann sistem konte,There are traces that date back to that time that demonstrate that these people had already developed counting systems
43,"Me bann tras enn vre sistem lekritir aparet pou prem ie fwa ver , - , an avan nou lepok, dan kiltir pep Sumeryen, touzour dan rezion Mezopotami","""But it was with the appearance of a true writing system for the first time, -, before our era, in the Sumerian civilization, still in the Mesopotamian region"""
43,"Dabor, zot finn koumans servi ba nn desin pou reprezant bann kiksoz konkre tel ki zot paret dan realite","""First, they started using drawings to represent concrete things that they saw in reality"""
43,Apre finn servi sinbol pou reprezant bann mo ouswa bann lide,Then they used symbols to represent words or ideas
43,Sistem-la finn koumans akselere apar tir moman kot finn koumans kapav grav bann sign lor bann tablet larzil,The system began to accelerate from the moment when they could start engraving signs on clay tablets
43,"Evolision lekritir sa lepok-la finn konn de faz: enn premie faz ki nou apel letap piktogram, enn deziem faz ki nou apel letap ideogram","""The evolution of writing during that time was known to go through two phases: a first phase called the pictogram stage, a second phase called the ideogram stage"""
43,• Letap piktogram Enn lekritir an piktogram se enn lekritir ki baze esansielman lor bann desin ki servi pou reprezant enn realite direkteman,• The pictogram stage A pictogram writing is a writing that is primarily based on drawings that are used to directly represent a reality
43,Anou pran trwa le xanp piktogram ki bann Sumeryen ti se rvi e anou aplik zot lor Kreol Morisien,Let's take three Sumero pictogram examples and apply them to Mauritian Creole
43,Trwa lexanp piktogram : ( ) = li pie ; ( ) = lame; ( ) = pwason Enn remersiman spesial Shameem Oozeerally pou so kontribsion aktif dan sa seksion-la,Three pictogram examples: ( ) = foot ; ( ) = hand; ( ) = fish Special thanks to Shameem Oozeerally for his active contribution in this section
44,"Dan nou sosiete zordi, bann piktogram ankor ena zot linportans dan sertin kontext","""In today's society, pictograms still have their importance in certain contexts"""
44,Enn lexanp: • Letap ideogram Enn ideogram fer referans enn sinbol ki servi pou reprezant enn mo ouswa enn lide,"

Example: • The ideogramatic stage: An ideogram makes reference to a symbol used to represent a word or an idea."
44,"Trwa lexanp ideogram: ( ) = da n paradi (ideogram mi’Kreol Morisyenaw) ; ( ) = enn lakaz ouswa batiman (ideogram ezipsien); ( ) = latet (ideogram sinwa) Apre letap piktogram, plizier sivilizasion fi nn devlop zot sistem lekritir pou fer zot vinn bann sistem ideografik","

""Three examples of ideograms: () = in paradise (Mauritian Creole ideogram); () = a house or building (Egyptian ideogram); () = a head (Chinese ideogram). After the pictogram stage, several civilizations developed their writing systems to become ideographic systems."""
44,"Parmi bann sistem lekritir ideografik ki site pli souvan, nou retrouv ansien sistem yeroglif ezipsien ki ti servi lepok Faraon ek lekritir sinwa ki ankor t ouzour servi zordi","

""Among the most common ideographic writing systems, we find the ancient Egyptian hieroglyphic system used in the time of the Pharaohs, and the Chinese writing system still in use today."""
44,"• Letap fonogram Lekritir modern koumanse kan bann sistem grafik sorti de pi faz ideografik ek rant dan faz fonografik, setadir kot sistem lekr itir servi bann sign , non pa pou reprezant bann obze reel (piktogram), ni bann mo ouswa bann lide (ideogram) me bann son","

• The phonogramatic stage: Modern writing begins when graphic systems transition from the ideographic phase to the phonographic phase, where the writing system represents sounds, not real objects (pictograms) or words and ideas (ideograms), but sounds."
44,Enn fonogram se enn sign ki servi pou reprezant enn son (konsonn ouswa vwayel) ki prezan dan laparol kan nou pe itiliz enn lang,"

A phonogram is a sign used to represent a sound (consonant or vowel) present in speech when using a language."
44,"Lekritir alfabetik ki laplipar lang servi zordi, zot baze lor prinsip fonografik","

""Most languages today use alphabetic writing, based on phonographic principles."""
44,html (ki indik enn landrwa kot kapav manze) Enn langaz indien Lamerik ki trouv dan Kanada e kot ankor servi ideogram,"

html (which indicates a location where one can eat) An Indigenous American language found in Canada, where ideograms are also used."
44,"• Premie sistem lekritir alfabetik: sistem konsonantik bann Fenisien Se bann Fenisien (Franse Phénicien ; Angle: Phoenician ), enn pep semitik ki finn viv dan rezion Palestinn plizier siek avan nou lepok, ki finn de vlop an premie, enn sistem lekritir ki baze lor bann fonogram e ki demar faz lekritir alfabetik","

• The first alphabetic writing system: the consonantal system of the Phoenicians It was the Phoenicians (French: Phénicien; English: Phoenician), a Semitic people who lived in the Palestinian region centuries before our time, who first developed a writing system based on phonograms and started the alphabetic writing phase."""
44,"Me alfabe ki bann Fenisien finn de vlope, li ti iniKreol Morisyenan konsonantik, setadir ki li ti enn alfabe ki ti reprezan t zis bann konsonn","

""But the alphabet the Phoenicians developed was initially consonantal, meaning it was an alphabet that represented only consonants."""
45,"• Lekritir Grek Ver - an avan nou le pok, bann Grek finn adopte lekritir konsonantik ki bann Fenisien ti devlope e finn azout bann vwayel","""• Greek Script - Before we talk about anything else, the Greeks adopted the consonantal script that the Phoenicians had developed and added vowels."""
45,Se donk apartir bann Grek ki nou koumans gagn bann alfabe dan sans modern ki nou kone zordi,"So, from the Greeks we start getting alphabets in today's modern sense, that we know today."
45,"• Lekritir Romin/Latin Apre bann Grek, se bann Romi n ki finn align zot lor le kritir alfabetik pou Latin apartir alfabe Grek","""• Roman/Latin Script After the Greeks, it was the Romans who aligned themselves on the alphabetic script for Latin starting from the Greek alphabet."""
45,"Semitik fer referans enn bann lang (e par derivasion, bann pep ki koz zot) ki finn servi depi peryod antik dan rezion Mwayin-Orian, Pros-Orian ek parti lenor Lafrik","""Semitic refers to a group of languages (and by derivation, peoples who speak them) that have been used since ancient times in the Middle East, the Near East and parts of North Africa."""
45,"Parmi ti ena Sumeryen, Fenisien ek Arameen ki finn disparet zordi","""Among them are Sumerian, Phoenician and Aramaic which have disappeared today."""
45,Arab ek Hebreu fer parti bann lang semitik ki ankor vivan zordi,Arabic and Hebrew are part of the Semitic languages that are still alive today.
45,"Se sa alfabe romin la ki finn inflians sistem lekritir bann lang eropeen, atraver propagasion Latin, e se ousi sa sistem-la ki nou pe ad opte pou Kreol Morisien","""It is the Roman alphabet that influenced the writing system of European languages, through the spread of Latin, and it is also this system that we are adopting for Mauritian Creole."""
45,"Tranzision enn lang depi letap oral zisk a letap ekri Kan enn lang ki ti pe servi prinsipalman kouma enn lang oral koumans pran sime enn lang ki ekrir, transfor masion ki lang-la traverse ena plizier inplikasion lor plizier nivo","""The transition of a language from the oral stage to the written stage When a language that was predominantly used as an oral language begins to take on the characteristics of a written language, the transformation that the language goes through has several implications on several levels."""
45,"Bann nivo -la konsern alafwa itilizater la ng-la, sosiete kot servi li ek lang-la limem (get Hazael-Massieux, ouswa Carpooran, pou plis detay)","""These levels concern both the utility of the language itself, the society that uses it, and the language itself (""see Hazael-Massieux, or Carpooran, for more details)"""
45,Nou kapav prezant sa dan e nn diagram ki rezim sitiasion-la,We can present this in a diagram showing the situation.
46,"Mesaz ki bizin retenir isi, seki sa tranzi sion-la li depas enn si np transkripsion lor papie (ouswa enn lot sipor ekri), bann kiksoz ki nou dir onivo laparol","""The messages that need to be retained here, is that this transition goes beyond a simple transcription on paper (or another written or typed medium), things we say orally."""
46,"Li inplik bann operasion mantal konpl ex onivo bann lokiter lang -la, bann transformasion sosiolozik partikilie ant bann dimounn ki se rvi lang-la (enn pli gran santiman respe ant zot mem sirtou), bann modifikasion teknik dan striktir langaz-la (so vokabiler vinn pli ris, so gramer pl i sofistike), ek enn nouvo tip relasion avek langaz-la (parski bann fonksion ki li ti pe ranpli finn sanze)","""It involves mental operations at the level of language structures, sociolinguistic transformations especially among the people who use the language (a greater sense of respect among themselves especially), technical modifications in language structures (its vocabulary becomes richer, its grammar becomes more sophisticated), and a new type of relationship with the language (since the functions that it was fulfilling have changed)."""
46,"Tousala kontribie pou valoriz dimounn ki koz la ng-la, ouswa ki asosie zot ek lang-la lor enn plan idantiter","""All of this contributes to valuing the people who speak the language, or who associate themselves with the language at an identity level."""
46,Lang oral Lang ekri • Inplikasion lor bann itilizater • Inplikasion lor sosiete • Inplikasion lor lang‐ la limem,Oral language Written language • Implications for users • Implications for society • Implications for the language itself
46,"Bann letap evolision e nn lang depi so peryod oral ziska so peryod ekri Tranzision enn lang depi so pe ryod oral sinp ziska so pery od ekri konple, li pas par plizier letap","""The stages of language evolution from its oral period to its written period The transition of a language from its simple oral period to its complete written period does not happen through multiple stages."""
46,Li pa enn transformasion ki arive dan enn fas on spontane,It is not a transformation that occurs spontaneously
46,Li plito enn evolision progresi f,It is rather a progressive evolution
46,"Pou explik sa evolision-la dan enn fason sinp, anou get bann letap-la dan kat mouvman","""To explain this evolution in a simple way, let's look at the stages in four movements"""
46,e mouvman: letap oral verbalize em mouvman: letap oral grafie em mouvman: letap ekri grafie em mouvman: letap ekri verbalize Tablo anba reprezant sa kat letap-la,and movement: the verbalized oral stage and movement: the written verbalized stage and movement: the written stage and movement: the verbalized stage The table below represents these four stages
46,"Letap oral verbalize Dan letap oral verbalize, nou servi enn lang iniKreol Morisyenan po u kominikasion ek expresion verbal","""The verbalized oral stage In the verbalized oral stage, we use a Creole language from Mauritius for communication and verbal expression."""
47,"Isi, kontex t enonsiasion, intonasion ek expresivite zwe enn gran rol dan efikasite emision ek resepsion mesaz","""Here, context of enunciation, intonation, and expressiveness play a big role in the effectiveness of emitting and receiving messages"""
47,"Letap oral grafie Kan enn lang rant dan letap oral grafie , nou koumans met lor enn sipor ekri, bann kiksoz ki nou abitie dir iniKreol Morisyenan lor pl an laparol kan nou servi enn lang","""In the oral written stage When a language enters the oral written stage, we begin to rely on a script, things that we usually say here in Mauritian Creole on a more regular basis when we use a language"""
47,"Li enn sinp transkripsion, pa enn veritab lekritir (get bann text C","""It is a simple transcription, not a true form of writing (such as the texts C"""
47,Baissac ( -) ouswa F,Baissac ( -) or F
47,"Chrestien ( -), par exanp, pou Kreol Morisien)","""Chrestien ( -), for example, for Mauritian Creole)"""
47,Grafie Letap ekri,Writing the written stage
47,"Letap ekri grafie Dan letap ekri grafie, lang-la deza ena enn si stem lekritir","""In the written script stage In the written script stage, the language already has a certain system of writing"""
47,Li ve dir ki lang-la deza enn lang ekri,That means that the language already is a written language
47,"Seki paret lor papie, li pa zis enn transkripsion seki abitie dir oralman, me enn fason exprime ki finn debaras li ek bann tras ki dabitid karakteriz oralite","""What appears in writing is not just a transcription of what is usually said verbally, but a way of expressing that has been freed from the constraints of orality and the traces that normally characterize orality"""
47,Letap ekri verbalize Letap ekri verbalize reprezant dernie le tap progresion enn lang,The verbalize written stage The verbalize written stage represents the final stage of the progression of a language
48,"Enn fwa ki enn lang ekri finn elabore pou kominikasion gr afik, so progresion lozik se pran bann nouvo striktir ki lang-la fi nn devlope lor plan lekritir, inzekte zot dan sertin tip kominikasion oral","""Once a written language has been developed for graphic communication, its logical progression entails the adoption of new structures that the language develops on the level of writing, implanting them into certain types of oral communication"""
48,Rezime Nou kapav rezim sa kat letap-la avek enn lot diagram: Evolison enn lang depi letap oral sinp ziska letap lekritir konple Ekri verbalize Ekri grafie Oral grafie Oral verbalize Letap ekri Letap oral,Summary We can summarize these four stages with a different diagram: Evolution of a language from a simple oral stage to a complete written stage Verbalize writing Written graphic writing Oral graphic Oral verbalize Written stage Oral stage
48,em PARTI REFLEXION KOMITE TEKNIK (LKreol Morisyen) LOR BANN PROPOZISION GRAFI-LARMONI,Reflection Committee Technical (LKreol Morisyen) ON PROPOSITIONS GRAFI-LARMONI
48,"Komanter Komite Teknik (LKreol Morisyen) lor Ta blo Grafi-larmoni ki tret bann vwayel ek bann konsonn sinp ki pa poz bann gran problem dan kad standardizasion Kreol Morisien Apre analiz ek diskision, Komite Te knik (LKreol Morisyen) finn konsidere ki bann konsonn ek vwayel ki figire dan Tablo rapor Grafi-larmoni pa finn poz okenn problem onivo bann itilizater sof da n ka redoubleman vwayel “i” (“ii”), kouma ena dan lexanp « diil » (depi Angle “deal”) ek « deliit » (depi Angle “delete”), ouswa “kees” (depi Angle “case”) par konparezon ek “kes” (depi Franse “caisse”), tel ki li aparet kot D","""Technical Committee (LKreol Morisyen) feedback on the Grapho-Harmony Table, dealing with simple vowels and consonants that do not pose major problems within the framework of standardization of Kreol Morisien After analysis and discussion, the Technical Committee (LKreol Morisyen) considered that the vowels and consonants listed in the Grapho-Harmony Report Table did not present any problems to users except with the repeated vowel “i” (“ii”), as seen in the example « diil » ( from English “deal”) and « deliit » (from English “delete”), or “kees” (from English “case”) in comparison with “kes” (from French “caisse”), as identified in Column D"""
48,Virahsawmy ( ; get,Virahsawmy ( ; get
48,"Etan done ki frekans bann mo kot ena enn prolonzman vwayel, li relati vman feb dan Kreol Morisien, Grafi- larmoni ti poz kestion lo r nesesite disteng zot da n lekritir sa lang-la","""Given that the frequency of words with a vowel extension is relatively high in Kreol Morisien, Grapho-Harmony raised questions about the necessity to distinguish them in the writing of this language"""
48,"Me dan Komite Teknik lor Lortograf Kreol Morisien, ena manb panse ki dan perspektiv pedagozik kot pe anvizaz standa rdizasion Kreol Morisien, li ti pou bon gard enn indikasion grafik pou fer distinks ion ant enn vwayel kourt ek enn vwayel long","""But within the Technical Committee on Kreol Morisien Orthography, some members believe that from a pedagogical perspective where the standardization of Kreol Morisien is considered, it would be beneficial to provide a graphical indication to differentiate between a short vowel and a long vowel"""
48,So sel problem se lor fason pou signal distinkion-la,The only issue is how to signal this distinction
48,Swa fer li: ( ) par prezans de vwayel (Ex,Either do it: ( ) by the presence of a vowel (Ex
48,":“ diil”, “kees”) an konparezon ek ba nn mo kot pou ena enn sel vwayel; swa fer li ( ): par en n vwayel + de pwin‘:’ (ex: “ ke:s”, “di:l",""":“ diil”, “kees”) in comparison with a word where there is a single vowel; or do it ( ): by a vowel + a dot ‘:’ (ex: “ ke:s”, “di:l"""
49,"”), oubien ankor ( ), atraver konservasi on grafi Angle, etan done ki tou sa bann lexanp-la sorti depi sa lang-la","""In this way, we will have better opportunities ( ), or even ( ), through the conservation of an English graph, so that all these examples come from this language"""
49,"Lerla bann mo-la pou ekrir exak teman kouma zot ekrir an Angle: “ case”, “deal”, “delete ”","""Then the words will be written exactly as you write in English: 'case', 'deal', 'delete'"""
49,"Bann giyme (“,”) pou servi pou fer kone ki sa bann mo-la partik ilie, e se pou sa rezon-la ki zo t finn gard zot prononsiasion etranze","""The commas (,) are used to indicate that these words are particle, and it is for this reason that if you have kept their pronunciation strange"""
49,"Se sa dernie opsion-la ki finn retenir par AKreol Morisyen dan renion ki finn ena Mardi Desam , lor ba z ki sa bann mo-la pou tret e kouma bann mo ki finn pran prete ek Angle e ki ta n ki zot gard zot prononsias ion angle, zot pou gard sa stati etranze-la","""This last option has been retained by AKreol Morisyen in a meeting that took place on Tuesday, December, on which these words are treated and like words that have been borrowed from English and that they must keep their English pronunciation, they will keep this strange status"""
49,"Komanter Komite Teknik lor Tablo Grafi-larmoni ki tret bann vwayel ek bann konsonn ki meri t enn latansion spesial ek detrwa explikasion Tablo Grafi-larmoni, ki tret bann kons onn, kontenir plizier sinbol ki pa frekan dan bann alfabe kouran","""The Technical Committee on Graphic-Harmony which treats vowels and consonants which deserve special attention and three explanations of Graphic-Harmony Tables, treating consonants, contain several symbols that are not frequent in common alphabets"""
49,"Ko uma Grafi-larmoni, Komite Teknik konsidere ki zot merit enn latansion spesial kan pe aprann lir ek ekrir Kreol Morisien","""In Graphic-Harmony, the Technical Committee considers that they deserve special attention when learning to read and write Mauritian Creole"""
49,Nou pe prezant sa bann ka partikilie la enn-par-enn isi,We are presenting these specific cases here one by one
49,Konsonn konplex “gn” “Gn” finn pran depi Grafi Legliz ki limem finn align li lor lortogra f Franse,"Complex consonant ""gn"" ""Gn"" has been taken from the Church Graph which has also adopted French spelling"
49,"Opsion “yn” ki finn egalman servi dan sertin sistem grafik, prezant, dapre Grafi- larmoni, enn dezavantaz ek enn risk ko nfizion: lord kot ba nn let konbine bizin sanze kan altern form kourt ek fo rm long dan sertin mo kouma : gayn, ganye, koyn, kon ye","""Option 'yn' which has also been used in certain graphic systems, according to the Graphic-Harmony, a disadvantage and a risk of confusion: where below nn combined letters need to be changed when alternate short and long forms in certain words like: 'gayn', 'ganye', 'koyn', 'konye'"""
49,"Komite Teknik LKreol Morisyen finn adopte mem prinsip li ousi e nou pe prezant isi bann lezot lexanp lor sa itilizasion-la : bengn/bengne, gagn/gagne, gnangnan, pagn, konpagne, lakanpagn, lagign, montagn, etc","""The Technical Committee LKreol Morisyen has also adopted the same principle and we present here other examples of its usage: bengn / bengne, gagn / gagne, gnangnan, pagn, konpagne, lakanpagn, lagign, montagn, etc"""
50,"Konsonn konplex “ch” Ch, li enn sinbol ki finn vinn kouran zordi pou sinboliz bann mo kouma: chak/chake, chek/cheke, chom bo, chok, chiping, chous , etc","""The complex consonant “ch” Ch, is a symbol that has become popular today to symbolize words like: chak/chake, chek/cheke, chom bo, chok, chiping, chous, etc"""
50,"Me Grafi-larmoni atir latansion lor enn-de ka, kot ena bann mo kouran ki sorti depi Angle, kouma batch ek match , kot ena enn “t” avan “ch”","""But Graphical Harmony draws attention to a few cases, where there are words originating from English, like batch and match, where there is a “t” before “ch”"""
50,"Grafi- larmoni panse ki dan sa bann ka- la, kapav mintenir “t” si li fasilit lekt ir","""Graphical Harmony thinks that in these cases, maintaining the “t” can make reading easier"""
50,Se prinsip ki AKreol Morisyen finn aprouve dan renion Desam,This principle has been approved in the December meeting
50,"Sel komanter ki nou anvi fer isi seki digraf « ch » , se sel ka kot Grafi-larmoni otoriz prezans let grafik « c » dan Kreol Morisien","""The only comment we want to make here about the digraph ‘ch’, is the only case where Graphical Harmony authorizes the presence of the letter ‘c’ in Mauritian Creole"""
50,"Dan Diksioner Morisien , nou finn trouv nesesite konsider let c kouma enn sign distinktif an limem, omwi n dan sertin ka : CD (ki fode pa konfonn ek verb sede, depi Franse « céder »), VCD, CV (ki fode pa konfonn ek seve, depi Franse « cheveux »)","""In the Mauritian Dictionary, we found the need to consider the letter c as a distinctive sign in certain cases: CD (which should not be confused with the verb cede, from French ‘céder’), VCD, CV (which should not be confused with silk, from French ‘cheveux')"""
50,"Donk dan propozision fina l Lortograf Kreol Morisien, pou ena enn not spesial pou sa ka-la (get not spesial seksion","""Therefore, in the Mauritian Creole Orthography, there should be a special note for this case (see the special section)"""
50,"Distinksion “di/j” Dan travay armonizasion Grafi-larmoni, finn ena ezitasion lor swa ki bizin fer dan sertin mo kot toule de itilizasion paret posib","""Distinction “di/j” In the work of Harmonization Graphical Harmony, there was hesitation on what to do in certain words where both uses seem possible"""
50,"Pl izier argiman fi nn evoke pou fer distinksion ant zot: pozision bann son dan mo-la, lorizinn mo-la, so transparans onivo lektir, etc","""Many arguments were raised to make a distinction between them: the position of the sounds in the word, the origin of the word, its transparency in terms of reading, etc"""
50,"Apre diskision, nou finn ariv lo r konklizion ki pou bann dimounn ki pa spesialis, kriter distinksion onivo pr ononsiasion kapav pa paret kler e ki li preferab konsider an priorite kriter lor lorizinn mo","""After discussions, we have come to the conclusion that for non-specialists, the criterion for distinguishing at the pronunciation level may not be clear and that it is preferable to consider the criterion of word origin as a priority"""
51,"Kan enn mo sorti depi Franse, di- inpoz li par limem (ex","""When a word originates from French, the letter ""s"" is pronounced as ""z"" (ex"""
51,": media, diab, diaman, etc",""": media, diab, diamond, etc"""
51,"Par kont, kan enn mo sorti depi enn lot lang, kouma An gle ou enn lang indien, se « j » ki paret pli lozik","""However, when a word originates from another language, like English or Indian languages, the letter ""j"" seems more appropriate"""
51,": baja, jam , jak, joukal, jous , maja, etc",""": baja, jam, jak, joukal, jou, maja, etc"""
51,"Donk, se lor sa distinksion-la ki nou finn align nou","""Therefore, it is on this distinction that we have anchored ourselves"""
51,Enn digraf se enn sign grafik kor servi de let alfabe pou reprezant enn son,A digraph is a graphical symbol used as an alphabetical letter to represent a sound
51,"Distinksion “x/ks/gz” Let “ x” pran valer ‘ks’ dan bann mo kouma “ taxi”, “sex”, “tax ” ek valer ‘gz’, dan bann mo kouma ‘ lexame’, ‘exose’","""Distinction ""x/ks/gz"": The letter ""x"" takes the value 'ks' in words like ""taxi,"" ""sex,"" ""tax"" and the value 'gz' in words like ""lexeme,"" ""expose"""
51,Digraf “ xs” finn swazir dan sertin ka pou fasilit lektir,"The digraph ""xs"" has been chosen in certain cases to facilitate reading"
51,Lexanp ki Grafi-larmoni done: ‘ exit’ ek ‘ exsite ’,"Example of Graphemic Harmony: ""exit"" and ""exsite"""
51,"Apre boukou reflexion ek diskision, Ko mite Teknik LKreol Morisyen re komande ki « x » servi dan tou bann ka kot ena son « gz » (exit, lexame, exazere, exile, etc","""After much reflection and discussion, the Morisian Creole Writing Technique committee has decreed that ""x"" is used in all cases where there is a sound ""gz"" (exit, lexeme, exaggerate, exile, etc"""
52,) sof dan enn ka ki fer exsepsion : « sigzere »,"except in a case which makes an exception: ""significant"""
52,"Dan ka kot ena son « ks », nou rekomande ki servi « x » sirtou dan bann mo relativman kourt kouma: sex, fax, tax, box, boxe, mixe , mixtir , ek dan bann lezot mo ki finn liste dan Anex","""In cases where there is a sound 'ks', we recommend using 'x' especially in relatively short words like: sex, fax, tax, box, boxing, mixing, stirring , etc. and in other words which are listed in the Annex"""
52,"Me pou ena ousi bann ka, kot « ks » pou inpoz li pou ba nn rezon klarte ek lizibilite an akor ek bann lezot lang ki fer parti ekosis tem grafik bann Morisien : afeksion, aksan, aksepte, aksidan, perfeksion , etc","""However, there are also cases where 'ks' is imposed to give reasons for clarity and readability in accordance with other languages that are part of the graphic ecosystem of Mauritians: affection, accent, accept, accident, perfection, etc"""
52,"Dan mem lozik, li paret ne seser fer distinksion ant axe (« enn travay axe lor enn tem presi ») ek akse (« gagn akse ek enn kiksoz »)","""In the same thread, it seems necessary to make a distinction between 'axe' ('a work focused on a precise theme') and 'access' ('to have access to something')"""
52,Pou plis detay get Tablo (seksion,"For more details, refer to the Table (section"
52,ek lalis bann mo dan Anex ) pli lwin,and the list of words in the Annex) for more information
52,"Vwayel konplex “ou” vs vwayel sinp “u” Ziska ler, plizier sistem grafik finn servi « ou » ek « u » pou reprezant son [u] kan ekrir an Kreol","""Complex vowel 'ou' vs. simple vowel 'u' So far, several graphic systems have used 'ou' and 'u' to represent the sound [u] when writing in Creole"""
52,"Grafi-larmoni ti rekomann « ou » pou transkrir sa son-la, me etan done ki “ u” ousi ti ase prezan an dan lezo t sistem grafik, li ti sigzer enn degre flexiblite lor posibilite swazir ant ou ek u","""Graphie-Harmonie recommended 'ou' to transcribe this sound, but being that 'u' was also present in some graphic systems, it showed some flexibility in the possibility of choosing between 'ou' and 'u'"""
52,"Dapre observasion Komite Teknik LKreol Morisyen, li kler ki depi , itilizasion « ou » finn deplizanpli zeneralize dan lapres, piblisite ek bann in stitision edikatif (Liniversite , BEC, par exanp","""According to observations of the Technical Committee for Mauritian Creole, it is clear that since then, the use of 'ou' has become increasingly generalized in the press, the majority and educational institutions (University, BEC, for example)"""
52,) kot finn servi Kreol,where Creole has been used.
53,Li ousi kadre pli fasilman ek labitid lektir bann Morisien,It is also easier to read for Mauritian people
53,Donk Komite Teknik LKreol Morisyen rekoma nn li ousi grafi « ou » po u sinboliz son [u] me li konsian ki let « u » pou kontigne servi pandan enn sertin tan dan lezot sistem grafik pou sa fonksion-la,"So, the Mauritian Creole Technical Committee recommends that it also uses the ""ou"" spelling to symbolize its [u] sound, but it is aware that the letter ""u"" continued to be used in some written systems for that function"
53,"Eski li vedir ki pou Komi te Teknik lor Lortograf Kreol Morisien, let « u » pena rol anlimem kan ekrir Kreol Morisien? Komi te Teknik LKreol Morisyen finn propoze ki « u » servi pou reprezant son [ U] ki sorti depi Angle e ki pr ezan dan bann mo an Kreol kouma : flush, rush, duster, brushing , etc","""Does this mean that for the Mauritian Creole Orthography Technical Committee, the letter ""u"" does not have any role at all when writing Mauritian Creole? The Mauritian Creole Technical Committee has proposed that ""u"" be used to represent the sound [ U] originating from English and currently present in Creole words such as: flush, rush, duster, brushing, etc."""
53,(pou plis detay lor sa laspe-la get seksion,"(for more details on this oversight, see section"
53,"Vwayel nazal: « an », « on », ek « in » (« en ») Distinksion ant vwayel ek konsonn nazal atraver formil « n/nn » ki Grafi LPT finn servi depi plis ki an, finn bien etabli zo rdi dan pratik lekritir ek lektir an Kreol Morisien","""Nasal vowels: ""an"", ""on"", and ""in"" (""en"") Distinction between nasal vowels and consonants through the formal ""n / nn"" that the LPT spelling system has been using for more than a year, is now well established in the practice of writing and reading in Mauritian Creole"""
53,Grafi-larmoni finn align li lor mem prinsip e se ousi seki Komite Teknik LKreol Morisyen pe fer,"The spelling harmony has aligned with the same principle, and this is also what the Mauritian Creole Technical Committee is doing"
53,"Toutfwa, si tretman vwayel « an » pa poz okenn problem ni onivo lektir ni onivo lekritir (ex","""However, if the treatment of the vowel ""an"" poses no problem in terms of reading comprehension or writing (e.g."""
53,": zanfan, andan, kontan , elefan , zean, etc",""": children, inside, happy, elephant, jeans, etc."""
53,"), lor « on » ek « in » (« en »), ena kanmem detrwa explikasion ki bizin fer p ou rann zot itilizasion pli kler kan pe ekrir","""), with ""on"" and ""in"" (""en""), there are still three explanations that need to be made to make their use clearer when writing"""
